id,review_text,sentiment,sentiment_score,tokens,polarity_words
2658,"In short, this earbuds is average; a typical, ordinary option.",neutral,-0.042,in short this earbuds is average; a typical ordinary option,
2659,"Honestly, I'm quite pleased with this adapter – impressive and recommend, and a joy to use every day.",positive,0.456,honestly i'm quite pleased with this adapter – impressive and recommend and a joy to use every day,pleased impressive recommend
2660,"For the cost, this fan feels unacceptable, unreliable, and bad; it's simply not acceptable.",negative,-0.607,for the cost this fan feels unacceptable unreliable and bad; it's simply not acceptable,unacceptable unreliable
2661,My experience with this printer has been okay; it's fine for simple tasks.,neutral,-0.03,my experience with this printer has been okay; it's fine for simple tasks,
2662,"In short, the router's performance is fantabulous, impressive, and handy, and that alone makes it worth it.",positive,0.548,in short the router's performance is fantabulous impressive and handy and that alone makes it worth it,fantabulous impressive handy
2663,This printer was a draining and overheating purchase; I honestly am disappointed about buying it.,negative,-0.826,this printer was a draining and overheating purchase; i honestly am disappointed about buying it,draining overheating
2664,"The design of this bottle is okay, so it's acceptable for regular use.",neutral,-0.022,the design of this bottle is okay so it's acceptable for regular use,
2665,"From unboxing to daily use, this adapter feels satisfying, durable, fast, and responsive; recommend it to friends.",positive,0.705,from unboxing to daily use this adapter feels satisfying durable fast and responsive; recommend it to friends,satisfying durable fast recommend
2666,"The overall overall quality of this cable is weak, noisy, unreliable, and ridiculous, and that ruined it for me.",negative,-0.849,the overall overall quality of this cable is weak noisy unreliable and ridiculous and that ruined it for me,weak noisy unreliable ridiculous
2667,"If you just need a standard case, this one is fine and fairly straightforward.",neutral,-0.11,if you just need a standard case this one is fine and fairly straightforward,
2668,"As a frequent user, I find this earbuds top-notch, comfortable, and stylish, which makes my life less stressful.",positive,0.483,as a frequent user i find this earbuds top-notch comfortable and stylish which makes my life less stressful,top-notch comfortable stylish
2669,"From the first day, this cable felt unacceptable and hateful, and it never improved.",negative,-0.757,from the first day this cable felt unacceptable and hateful and it never improved,unacceptable hateful
2670,"If you just need a standard printer, this one is moderate and fairly straightforward.",neutral,0.053,if you just need a standard printer this one is moderate and fairly straightforward,
2671,"If you need a laptop, this one is pleased and incredible; I a reliable option.",positive,0.397,if you need a laptop this one is pleased and incredible; i a reliable option,pleased reliable
2672,"I found the backpack to be overheating, glitchy, heating, and complicated, making everyday use really time-consuming.",negative,-0.371,i found the backpack to be overheating glitchy heating and complicated making everyday use really time-consuming,overheating glitchy heating complicated
2673,"The display of this charger is decent, so it's acceptable for regular use.",neutral,0.088,the display of this charger is decent so it's acceptable for regular use,
2674,"For the price, this keyboard is efficient and comfortable; I'd gladly buy it again.",positive,0.663,for the price this keyboard is efficient and comfortable; i'd gladly buy it again,efficient
2675,"After a few days of use, this lamp became buggy and annoying; I strongly regret now.",negative,-0.654,after a few days of use this lamp became buggy and annoying; i strongly regret now,buggy regret
2676,The adapter offers a moderate balance between battery life and features.,neutral,0.093,the adapter offers a moderate balance between battery life and features,
2677,"In short, the fan's sound is convenient, superb, comfortable, and versatile, and that alone makes it a solid pick.",positive,0.388,in short the fan's sound is convenient superb comfortable and versatile and that alone makes it a solid pick,convenient superb comfortable versatile solid
2678,"If you're thinking of buying this charger, it's inconsistent, dissatisfied, unreliable, and confusing; I would am considering replacing it.",negative,-0.575,if you're thinking of buying this charger it's inconsistent dissatisfied unreliable and confusing; i would am considering replacing it,inconsistent dissatisfied unreliable
2679,"From what I've seen, this charger performs in a fine manner without major issues.",neutral,-0.108,from what i've seen this charger performs in a fine manner without major issues,
2680,"As a frequent user, I find this power bank top-notch, outstanding, and beautiful, which makes my life less stressful.",positive,0.534,as a frequent user i find this power bank top-notch outstanding and beautiful which makes my life less stressful,top-notch outstanding beautiful
2681,"From the first day, this stand felt ridiculous, unacceptable, weak, and confusing, and it never improved.",negative,-0.856,from the first day this stand felt ridiculous unacceptable weak and confusing and it never improved,ridiculous unacceptable weak confusing
